kor,hanja
탑신,塔身
땅,地
해,日
달,月
연뢰,蓮蕾
권찬,權纘
동정추월,洞庭秋月
설산,雪山
응진당,應眞堂
전공,戰功
월곡,月谷
사성,師聖
월곡,月谷
선무원종공신,宣武原從功臣
관직,官職
관작,官爵
시호,諡號
자격,資格
군공,軍功
행군기시주부,宣務郞行軍器寺主簿
군기시판관,奉訓郞軍器寺判官
합천군수,通訓大夫軍資監正兼陜川郡守
행경상좌도수군우후,折衝將軍行慶尙左道水軍虞侯
선무원종공신,宣武原從功臣
우성덕,禹成德
동지의금부사,嘉善大夫戶曺參判兼同知義禁府事
장씨,蔣氏
정부인,貞夫人
윤승훈,尹承勳
류영경,柳永慶
진실,陳實
원각사,圓覺寺
서봉사,西鳳寺
산영루,山映樓
간성군읍지,杆城郡邑誌
의신,義信
산천비보,山川裨補
군도,群圖
선염,渲染
보흥사,普興寺
치견,侈絹
소요당,逍遙堂
부림,浮林
대장,大藏
신지,神旨
조실,祖室
보주형,寶珠形
범자,梵字
태활,兌活
화주,化主
두훈,抖薰
지연,指演
화엄경,華嚴經
칠처구회,七處九會
천수관음,千手觀音
준제관음,准提觀音
업경대,業鏡臺
천수,天守
관보,琯甫
승활,勝活
지한,智閑
성의,成宜
수미단,須彌壇
삼도,三道
임한,任閑
민휘,敏輝
순백,舜白
포근,抱根
임한,任閑
청동은입사향완,高杯形靑銅銀入絲香垸
테두리,口緣部
완형,盌形
몸체,身部
다리,臺部
범자,梵字
원문,圓紋
세선입사,細線入絲
여의두문,如意頭紋
복판,覆瓣
신애남,辛愛南
상좌부,上座部
장,丈
장,張
성교,聖敎
현양,顯揚
논서,論書
장,丈
장,張
승군,僧軍
도총섭,都總攝
홍재,弘齋
고산자,古山子
김정호,金正浩
분첩절첩식,分疊折帖式
주현별,州縣別
영진,營鎭
주현,州縣
진보,鎭堡
역도,驛道
목소,牧所
방면,坊面
창고,倉庫
봉수,烽燧
능침,陵寢
성,城
도로,道路
파수,把守
방십리매편,方十里每片
매방,每方
전도,全圖
절첩식,絶帖式
산계,山界
수계,水界
지도표,地圖標
방,坊
면,面
안상,眼象
연기문,緣起文
복갑,腹甲
삼도,三道
법신,法身
호계대신,護戒大神
복덕대신,福德大神
보신,報身
화신,化身
설산,雪山
시자,侍者
범음,梵音
십종통호,十種通號
사탑단당,寺塔壇幢
전거,典據
어의,語義
통론이제,統論二諦
소주경덕사보윤대사행업기,蘇州景德寺普潤大師行業記
무기자,無機子
보윤,普潤
거이,鉅二
거칠,鉅七
야이,野二
함차,函次
행업기,行業記
북장,北藏
증보,增補
만력판,萬曆版
천구,天球
주극성,週極星
점각,點刻
송악도,松岳圖
오악,五嶽
순치구년임진구월,順治九年壬辰九月
삼각산문주암비구니,三角山文殊庵比丘尼
선화자조성,仙化子造成
향우,向右
향좌,向左
삼세불,三世佛
삼도,三道
아미타인,阿彌陀印
무염,無染
통견,通肩
아미타인,阿彌陀印
청헌,淸憲
괘불원문,掛佛願文
정일,定一
중흥조,中興祖
만공,滿空
귀정사,歸淨寺
삼도,三道
통견,通肩
수연,守衍
화원,畵員
수미단,須彌壇
심원사,心源寺
불탁,佛卓
삽화병,揷花甁
목단,牧丹
운파,雲波
안상,眼象
후령통,喉鈴筒
오방,五方
삼족,三足
번,幡
포,袍
신축오월십일조,辛丑五月十日造
위대구전호정서감부,爲大口前戶正徐敢夫
청사연대쌍황하사,淸沙硯壹雙黃河寺
신축년,辛丑年
북송,北宋
자주요,磁州窯
산화번조,酸化燔造
귀면,鬼面
화창,畵窓
화창,花窓
사립,沙粒
시문,詩文
장진주,將進酒
봉옥지읍라병수막위,鳳玉脂泣羅屛繡幕圍
치가세요무황시청춘,齒歌細腰舞況是靑春
우권군종일명정취주,雨勸君終日酩酊醉酒
당대,唐代
시귀,詩鬼
삼산봉,三山峰
선유경,船遊景
강촌,江村
정중,靜仲
두성령,杜城令
영모화,翎毛畵
모견도,母犬圖
단선점준,短線點皴
정,鼎
자,字
정중,靜仲
백문방인,白文方印
시의도,詩意圖
백문타원인,白文楕圓印
기우유자,騎牛游子
을축년동지후삼일,乙丑年冬至後三日
단구사,丹邱寫
초옥,草屋
성월교결,星月皎潔
명하재천,明下在天
사무인성,四無人聲
성재수간,聲在樹間
백우감기심,百憂感其心
경기감영,京畿監營
돈의문,敦義門
수문장청,守門將廳
기영,圻營
선화당,宣化堂
영은문,迎恩門
모화관,慕華館
대현,大峴
소현,小峴
읍승정,揖升亭
사정,射亭
성시도,城市圖
비신,碑身
부도전,浮屠田
탑구,塔區
사선문,斜線紋
비좌,碑座
화문,花紋
비제,碑題
정두경,鄭斗卿
숭정,崇禎
병자,丙子
사월,四月
일,日
운룡문,雲龍紋
앙련,仰蓮
석비,石碑
비신,碑身
이수,螭首
지대석,地臺石
일석,一石
비좌,碑座
당초문,唐草紋
초화문,草花紋
비신공,碑身孔
불사,佛事
석가모니불,釋迦牟尼佛
문수,文殊
보현,普賢
보살,菩薩
성중,聖衆
군도형식,群圖形式
담채,淡彩
화사,畵師
인문,印文
민기,敏機
세정,洗淨
불화승,佛畵僧
군도형식,群圖形式
비색,翡色
유약,釉藥
태토,胎土
상형청자,像型靑磁
주구,注口
퇴화점,堆花點
비색,翡色
유색,釉色
태토,胎土
인화문,印花文
유약,釉藥
면,面
선,線
시문,施文
시유,施釉
부조,浮彫
공양상,供養像
반가상,半跏像
주향,主享
문정공,文貞公
안축,安軸
문경공,文敬公
안보,安輔
문민공,文敏公
주세붕,周世鵬
주좌,柱座
쇠혀,牛舌
고주,高柱
초정일,初丁日
홀기문서,笏記文書
소수서원,紹修書院
왕숙안,王叔安
전서,篆書
봉사조선창화시책,奉使朝鮮倡和詩冊
제전,題篆
창화시,唱和詩
청,淸
당한제,唐翰題
발문,跋文
명,明
봉사,奉使
예겸,倪謙
성삼문,成三問
신숙주,申叔舟
창화시,唱和詩
광서,光緖
을사년,乙巳年
명,明
한림원시강,翰林院侍講
조서,詔書
신숙주,申叔舟
성삼문,成三問
창화,唱和
시문,詩文
도서,圖書
과,顆
예겸,倪謙
정존,靜存
예겸지인,倪謙之印
한림시강사인,翰林侍講私印
사원재필,詞垣載筆
동각사관,東閣史官
예씨자자손손기영보지,倪氏子子孫孫其永保之
하동정씨,河東鄭氏
숙주,叔舟
범옹,泛翁
근보,謹甫
진기종,陳驥鍾
진기덕소보명적,陳驥德所寶名跡
당한제,唐翰題
당한제심정,唐翰題審正
송옹감장,松翁鑒藏
당풍루,唐風樓
고종,高宗
광무,光武
가흥당씨,嘉興唐氏
동빈,東濱
두계,斗溪
일산,一山
동주,東州
간송,澗松
전형필,全鎣弼
동창,東滄
원충희,元忠喜
감정,鑑定
한지,韓紙
한문,漢文
감정기,鑑定記
청명,靑溟
임창순,任昌淳
진장,珍藏
대명외교,對明外交
세종,世宗
비해당,匪懈堂
팔경시,八景詩
팔경도,八景圖
이서,移書
성삼문,成三問
박팽년,朴彭年
신숙주,申叔舟
안지,安止
강석덕,姜碩德
최항,崔恒
남수문,南秀文
신석조,辛碩祖
본시,本始
시권,詩卷
일탈,逸脫
첩장,帖裝
권축장,卷軸裝
면,面
첩장,帖裝
만우,卍雨
제서,題書
시문,詩文
찬자,撰者
진필,眞筆
세종조,世宗朝
집현전학사,集賢殿學士
사서,史書
단종,端宗
세조,世祖
안평대군,安平大君
사육신,死六臣
진적,眞蹟
몽유도원도,夢遊桃園圖
비해당소상팔경시첩,匪懈堂瀟湘八景詩帖
유묵,遺墨
찬시,贊詩
좌목,座目
종해,宗海
상주,尙州
교위,校尉
성화,成化
원년,元年
훈도,訓導
홍치,弘治
치사,致仕
구마라즙,鳩摩羅什
권하,卷下
연수,延壽
집,集
수보살계법,受菩薩戒法
진,陳
혜사,惠思
찬,撰
수보살계의,受菩薩戒儀
승조,僧肇
후서,後序
계,十重大戒
십선계,十善戒
구마라즙,鳩摩羅什
혜능,慧能
금강반야바라밀경,金剛般若波羅蜜經
금강경,金剛經
공,空
장엄정토분,莊嚴淨土分
것,應無所住而生其心
원흥사,元興寺
박지요거사,朴知遙居士
흥덕사,興德寺
주본,周本
징관,澄觀
정원,淨源
교장류,敎藏類
대방광불화엄경,大方廣佛華嚴經
화엄경,華嚴經
화엄경소,華嚴經疏
정원,淨源
의천,義天
주본,周本
주소본,註疏本
상즙,橡汁
제첨,題簽
표지서명,簽題
판수제,板首題
지질,紙質
저지,楮紙
묵즙,墨汁
도침,搗砧
가정,嘉靖
임자,壬子
시봉,侍奉
묵서,墨書
인출기,印出記
장서기,藏書記
자체,字體
송판,宋板
주본,周本
의천,義天
불서,佛書
송,宋
보당,寶幢
번,幡
점판암제,粘板巖製
임신,壬申
간지,干支
임신서기명석,壬申誓記銘石
충도,忠道
시경,詩經
상서,尙書
춘추전,春秋傳
향찰식,鄕札式
한문식,漢文式
훈석식,訓釋式
교우이신,交友以信
신서,信誓
표상물,表象物
천,天
임신년,壬申年
서예사적,書藝史的
금석문,金石文
서사,書寫
현수보살,賢首菩薩
증득,證得
삼매,三昧
위신력,威神力
게송,偈頌
사성,寫成
영록대부,榮祿大夫
휘정사,徽政使
정독만달아,鄭禿滿達兒
세밀,精細
사성기,寫成記
관인,官人
사발,大鉢
기벽,器壁
사세,寺勢
개부,蓋部
기대,器臺
삼족,三足
보주,寶珠
화염보주,火焰寶珠
삼현수간,三賢手簡
우계,牛溪
첩,帖
성리학,性理學
대가,大家
심성,心性
사단,四端
사상사적,思想史的
학술사적,學術史的
우계집,牛溪集
문집,文集
서예사적,書藝史的
초서,草書
초서교본,草書敎本
현전,現傳
구형,球形
독존도,獨尊圖
홍련좌,紅蓮座
좌측,向右
다보불,多寶佛
오른쪽,向左
시방불,十方佛
어문,魚文
감지주서,紺紙朱書
백지묵서,白紙墨書
쾌윤,快允
구형,球形
백토니,白土泥
자토니,裏土泥
퇴화,堆花
화문,花文
농담,濃淡
정통,正統
연기,年紀
묘지,墓誌
도자묘지,陶磁墓誌
묘지,墓誌
묘주,墓主
부,父
조,祖
증조,曾祖
외조,外祖
남,男
녀,女
졸년,卒年
가계,家系
원원사,遠願寺
밀교,密敎
안혜,安惠
현륭원,顯隆園
화성성묘전배도,華城聖廟展拜圖
봉수당진찬도,奉壽堂進饌圖
서장대야조도,西將臺夜操圖
득중정어사도,得中亭御射圖
환어행렬도,還御行列圖
한강주교환어도,漢江舟橋還御圖
화성,華城
현륭원,顯隆園
행행,行幸
화성성묘전배도,華城聖廟展拜圖
봉수당진찬도,奉壽堂進饌圖
서장대야조도,西將臺夜操圖
득중정어사도,得中亭御射圖
환어행렬도,還御行列圖
한강주교환어도,漢江舟橋還御圖
보관,寶冠
화불,化佛
상린,尙鱗
해웅,海雄
지영,智英
성종,聖宗
상명,尙明
경순,敬順
호성공신,扈聖功臣
청난공신,淸難功臣
선무공신,宣武功臣
사모,紗帽
자,字
공려,公勵
호,號
현손,玄孫
오사모,烏紗帽
흑단령,黑團領
공수,拱手
운문,雲紋
흑피혜,黑皮鞋
채전,彩氈
통견,通肩
법의,法衣
의문,衣紋
감산사상,甘山寺像
사면석불,堀佛寺址四面石佛
주형거신광,舟形擧身光
부감법,俯瞰法
화판문,花瓣文
통견,通肩
대의,大衣
천의,天衣
색구름대,彩雲帶
좌측,向右
여의,如意
오른쪽,向左
입수구,入水口
덕천,德泉
명,銘
여의두문대,如意頭文帶
국화문,菊花文
당초문대,唐草文帶
국화문대,菊花文帶
박지,剝地
조화,彫花
주구,注口
칠언절구,七言絶句
수선사,修禪社
세주,世主
원감국사,圓鑑國師
원감국사어록,圓鑑國師語錄
원감국사집,圓鑑國師集
원감국사가송,圓鑑國師歌頌
해동조계복암화상잡저,海東曹溪宓庵和尙雜著
책판,冊版
후쇄본,後刷本
원감국사가송,圓鑑國師歌頌
잡저,雜著
간행,刊行
발원,發願
관장,官匠
명문,銘文
주성시,鑄成時
인,人
반정,反正
별서,別墅
숙종,肅宗
어필,御筆
음기,陰記
어제,御製
동평군,東平君
훈민정음,訓民正音
정음,正音
월인천강지곡,月印千江之曲
악장,樂章
자체,字體
조맹부,趙孟頫
송설체,松雪體
판심,版心
흑구,黑口
내향흑어미,內向黑魚尾
장차,章次
목조,穆祖
태종,太宗
사적,事跡
사적,事蹟
한시,漢詩
권제,權踶
최항,崔恒
태종,太宗
사적,事跡
천명,天命
한시,漢詩
주해,註解
권제,權踶
안지,安止
최항,崔恒
박팽년,朴彭年
강희안,姜希顔
음훈,音訓
선사지기,宣賜之記
진전문,進箋文
표제,表題
제첨,題簽
고어,古語
만송문고,晩松文庫
만송문고,晩松文庫
삼은,三隱
도은,陶隱
변계량,卞季良
권근,權近
시집,詩集
문집,文集
계선,界線
첩차,疊字
한자,漢字
삼은,三隱
변계량,卞季良
시집,詩集
문집,文集
권근,權近
서문,序文
주탁,周倬
정도전,鄭道傳
권근,權近
이색,李穡
장부,張溥
고손지,髙巽志
발문,跋文
명,明
이운,移運
좌정언,左正言
진일재,眞逸齋
성임,成任
성현,成俔
서거정,徐居正
성현,成俔
시,詩
부,賦
서,序
기,記
설,說
서후,書後
전,傳
전,箋
강희맹,姜希孟
서거정,徐居正
임원준,任元濬
검,劍
당,幢
봉,鳳
화,花
운문,雲紋
무인상,武人像
만들었다,重造
송광사사고,松廣寺史庫
사지,寺誌
교장,敎藏
교장,敎藏
중수본,重修本
의천,義天
교장도감,敎藏都監
교장,敎藏
간경도감,刊經都監
마천목,馬天牧
태조개국공신,太祖開國功臣
좌명공신,佐命功臣
칭하,稱下
포상,褒賞
도평의사사,都評議使司
출납,出納
의정부,議政府
관,關
서식,書式
사집과,四集科
보단,寶壇
화기,畵記
임한,任閑
교서,敎書
유지,有旨
급첩,給牒
상소초,上疏草
첩,帖
소지류,所志類
분재기류,分財記類
노비문기,奴婢文記
토지문기,土地文記
간찰,簡札
관력,官歷
인종수찰,仁宗手札
납속,納贖
허통급첩,許通給牒
조사첩,朝謝帖
서경,署經
고신식,告身式
조사첩,朝謝帖
조사첩,朝謝牒
소지,所志
당,唐
복부,腹部
삼각형,三角形
일인,一人
학정금대,鶴頂金帶
각대,角帶
형난공신,亨難功臣
처,妻
형난공신,亨難功臣
백한문양,白鷳紋樣
삽금대,揷金帶
니금색,泥金色
개명,改名
처,妻
전기,傳記
심의,深衣
정자관,程子冠
공수,拱手
경산,京山
기원,綺園
찬문,贊文
연거복,燕居服
대사성,大司成
최창대,崔昌大
진주,晋州
강세황,姜世晃
비수,肥瘦
전신,傳神
달성,達城
경지,敬之
십우헌,十友軒
자찬,自贊
청송,靑松
추화,追畵
남태응,南泰膺
청죽화사,靑竹畵史
정사공신,靖社功臣
당상선전관,堂上宣傳官
오위장,五衛將
운보문단,雲寶紋緞
전신,傳神
사모,紗帽
흑단령,黑團領
교의자,交椅子
반우향,半右向
공수,拱手
쌍학흉배,雙鶴胸背
서대,犀帶
판의금부사,判義禁府事
근역서화징,槿域書畵徵
변상벽,卞相璧
화재화정,和齋畵幀
어진화사,御眞畵師
홍기,紅氣
초립,草笠
포,袍
얼굴이라,攢眉滯愁容
어진화사,御眞畵師
주갑상,周甲像
표제,表題
홍지표제,紅紙表題
족자표장,簇子表粧
복본,複本
별본,別本
원례,元禮
삼산재,三山齋
전주,全州
남원,南原
영초,永初
기천,沂川
익사공신,翼社功臣
채전,彩氈
교의,交椅
반우향,半右向
서대,犀帶
풍천,豊川
자룡,子龍
채전,彩氈
의답,椅踏
백한흉배,白鷳胸背
성시헌익사공신교서,成時憲翼社功臣敎書
기계,杞溪
사경,士京
칙지헌,則止軒
어진,御眞
어평,御評
기계유씨,杞溪兪氏
좌안칠분면,左顔七分面
의좌상,椅坐像
불자,拂子
백묘법,白描法
가경원년병진,嘉慶元年丙辰
비보사찰,裨補寺刹
삼암사,三巖寺
의좌상,椅坐像
도일비구,道日比丘
시복,時服
서대,犀帶
어진화사,御眞畵師
우국지사,憂國之士
심의,深衣
모관,毛冠
정벌,征對馬島
정벌,征婆猪江
정벌,征建州衛
정벌,征建州衛
정벌,征西北虜寇
정벌,征三浦叛倭
강목체,綱目體
정,征
토,討
구,寇
반,叛
참,斬
로,虜
포폄,褒貶
서례,序例
기묘조,己卯條
성호사설,星湖僿說
경사문,經史門
개국공신,開國功臣
회맹제,會盟祭
회맹문,會盟文
명단,會盟錄
권축장,卷軸裝
회맹문,會盟文
회맹록,會盟錄
군호,君號
공신호,功臣號
직함,職銜
성명,姓名
계,啓
신병질,身病秩
인공재외질,因公在外秩
재상질,在喪秩
말미,末尾
충훈부,忠勳府
저본,底本
을유자,乙酉字
결본,缺本
을유자본,乙酉字本
주성,鑄成
갑진자,甲辰字
반자밀제,般刺密帝
계환,戒環
상호,相好
정상계주,頂上髻珠
중앙계주,中央髻珠
범자,梵字
원상,圓相
원각경,圓覺經
경,經
변상도,變相圖
계항,戒桁
무생계법문,無生戒法文
혜능,慧能
법보단경,法寶壇經
천태종,天台宗
전교승,傳敎僧
산긍,山亘
실상,實相
중도,中道
법화삼매,法華三昧
편성,編成
상권,上卷
서품,序品
화성유품,化城喩品
판각간기,板刻刊記
전엽,全葉
장차,張次
반자밀제,般刺密帝
계환,戒環
최항,崔恒
서거정,徐居正
통치체제,統治體制
을사대전,乙巳大典
현전,現傳
인반,印頒
신묘대전,辛卯大典
초주갑인자,初鑄甲寅字
인출,印出
경국대전,經國大典
최항,崔恒
서거정,徐居正
을사대전,乙巳大典
신묘대전,辛卯大典
인반,印頒
초주갑인자,初鑄甲寅字
인출,印出
호전,戶典
영산회상,靈山會上
후불도,後佛圖
팔상회,八相繪
월인석보,月印釋譜
도솔래의상,兜率來儀相
비람강생상,毘藍降生相
사문유관상,四門遊觀相
유성출가상,踰城出家相
설산수도상,雪山修道相
수하항마상,樹下降魔相
녹원전법상,鹿苑轉法相
쌍림열반상,雙林涅槃相
월인석보,月印釋譜
의겸,義謙
묵재,黙齋
고령,高靈
신씨,申氏
북제,北齊
도기,道紀
사견연제일,邪見緣第一
편제,篇題
소자쌍행,小字雙行
현사,玄四
문향,文鄕
백기,白基
각수명,刻手名
재조대장경,再雕大藏經
개금시,改金時
불상기문,佛像記文
불상기인발원축,佛像記因發願祝
수두,首頭
희장,熙莊
보해,寶海
경신,敬信
쌍묵,雙黙
신학,信學
청언,淸彦
청헌,淸憲
승일,勝一
선종대선사,禪宗大禪師
상호,相好
억정사지,億政寺址
대원사,大圓寺
단호사,丹湖寺
편단우견,偏袒右肩
삼도,三道
결가부좌,結跏趺坐
수인,手印
서진,西晉
축법호,竺法護
한역,漢譯
일명,一名
호이경,虎耳經
소자,小字
사두간태자이십팔수경,舍頭諫太子二十八宿經
호이경,虎耳經
진일,晉日
권축장,卷軸裝
축봉,軸棒
표지,裱紙
저지,楮紙
띠,帶
사두간이십팔수경,舍頭諫二十八宿經
함차,函次
사,思
경제,經題
사두간진일태자이십팔수경,舍頭諫晉日太子二十八宿經
호이경,一名虎耳經
사,思
상하단변,上下單邊
사두간경,舍頭諫經
장,丈
법구,法救
승가발마,僧伽跋摩
비담종,毘曇宗
소승부파,小乘部派
서품,序品
계품,界品
업품,業品
사품,使品
현성품,賢聖品
지품,智品
정품,定品
잡품,雜品
택품,擇品
논품,論品
불상응,不相應
삼무위,三無爲
구과,九果
신족,神足
도,都
함차,函次
법구조,尊者法救造
역자명,譯者名
무계,無界
권수면,卷首面
각지,各紙
목축,木軸
표죽,表竹
당,唐
삼장법사,三藏法師
의정,義淨
승속,僧俗
비시수,非時水
시수,時水
촉용수,觸用水
불수용죄,不受用罪
증촉죄,增觸罪
숙촉죄,宿觸罪
악촉죄,惡觸罪
오수착음식기죄,汚手捉飮食器罪
권축장,卷軸裝
축봉,軸棒
표지,裱紙
권자,卷子
경제,經題
수용삼수요행법,受用三水要行法
영,英
함차,函次
찬,翻經三藏法師義淨撰
의정,義淨
찬자,撰者
상하단변,上下單邊
수용삼수요법,受用三水要法
함차,函次
피휘자,避諱字
경,敬
기로소,耆老所
전배례,展拜禮
기영관,耆英館
경현당,景賢堂
영조,英祖
망팔,望八
수작례,受爵禮
재실,齋室
제관,祭官
익릉,翼陵
종산,宗山
수파묘,水波描
강음,江陰
우봉,牛峰
정계비,定界碑
서궐,西闕
경복궁,北闕
경희궁,慶熙宮
경덕궁,慶德宮
전경,全景
서궐영건도감의궤,西闕營建都監儀軌
백묘,白描
계화,界畵
비수,肥瘦
양주,楊洲
소령원,昭寧園
묘,墓
소령원,昭寧園
묘소도형여산론,墓所圖形與山論
산도,山圖
산론,山論
소령원도,昭寧園圖
제청,祭廳
비각,碑閣
피마준,披麻皴
미점,米點
소령원화소정계도,昭寧園火巢定界圖
화소,火巢
소령원배치도,昭寧園配置圖
영월,寧越
단종,端宗
장릉,莊陵
산도,山圖
청령포,淸泠浦
관풍헌,觀風軒
계화,界畵
자규루,子規樓
창절사,彰節祠
치소,治所
관방지도,關防地圖
피아,彼我
백두산,白頭山
산해관,山海關
목책장성,木柵長城
관,關
참,站
보,堡
좌향,坐向
세견,細絹
산청,山淸
안의,安義
산음,山陰
안음,安陰
서호별곡,西湖別曲
안평대군,安平大君
한호,韓濩
봉래시집,蓬萊詩集
한시,漢詩
광초풍,狂草風
주자,注子
계,薊
성책,城柵
장성,長城
관방지도,關防地圖
사행,使行
선극근,仙克謹
주승필람,籌勝必覽
청대,淸代
성경지,盛京志
오라지방도,烏喇地方圖
항해공로도,航海貢路圖
서북강해변계도,西北江海邊界圖
화사,畵師
산동해방지도,山東海防地圖
어람용,御覽用
필묘,筆妙
설월헌인,雪月軒人
참회법회,懺悔法會
발원,發願
상교정본자비도량참법,詳校正本慈悲道場懺法
절첩본,折帖本
왕건,王健
선종,宣宗
왕운,王運
휘,諱
건,健
운,運
밑받침,辶
인출,印出
후인본,後印本
보현사,普賢寺
석련,釋連
탈활,脫活
지권인,智拳印
수인,手印
불감,佛龕
원불,願佛
응원,應元
사자상,使者像
목심소조,木心塑造
자씨보살대명숭정,慈氏菩薩大明崇禎
제화보살대명숭정,提花菩薩大明崇禎
수기삼존상,授記三尊像
명옥,明玉
색민,色旻
오존도,五尊圖
오종범음집,五種梵音集
의겸,義謙
의겸,義謙
서부도전하단도,西浮圖殿下壇圖
수륙재,水陸齋
조당집,祖堂集
은기,隱奇
화보,畵譜
삼재도회,三才圖會
홍씨선불기종,洪氏仙佛奇蹤
주종장,鑄鍾匠
사장계,私匠系
사룡,四龍
사장계,私匠系
전패,殿牌
쌍룡,雙龍
전패,殿牌
개주,改鑄
도편수,都片手
부편수,副片手
사장계,私匠系
교연,皎然
정,貞
변상도,變相圖
백악산,白岳山
인왕산,仁王山
내사산,內四山
장용영,壯勇營
정사,政事
인문,人文
법궁,法宮
돈화문,敦化門
중종,中鍾
종신,鍾身
쌍용뉴,雙龍鈕
범자문대,梵字紋帶
오불회도,五佛會圖
설주,說主
주린지,十輪寺
팔,八
경상도한산도,慶尙道閑山島
삼도통제사전라좌도수군절도사,三道統制使全羅左道水軍節度使
제진,諸陣
선유,宣諭
교서,敎書
충청전라경상,忠淸全羅慶尙
삼도수군통제사,三道水軍統制使
전라좌도수군절도사,全羅左道水軍節度使
전라좌도수군절도사,全羅左道水軍節度使
전라좌도수군절도사,全羅左道水軍節度使
보인,保人
인,第四人
절충장군전라좌도수군절도사,折衝將軍全羅左道水軍節度使
절충장군전라좌도수군절도사,折衝將軍全羅左道水軍節度使
대광보국숭록대부의정부우의정겸경연사,大匡輔國崇祿大夫議政府右議政兼經筵事
선무일등공신,宣武一等功臣
덕풍부원군,德豊府院君
정모,鄭某
둔전개간,屯田開墾
우,禹
선조,宣祖
무공,武功
효충장의적의협력선무공신,效忠仗義迪毅協力宣武功臣
초상화,肖像畵
관작,官爵
품계,品階
자급,資級
초천,超遷
생질,甥姪
여서,女壻
적장,嫡長
세습,世襲
사유,赦宥
인,人
노비,奴婢
구,口
구사,丘史
명,名
전지,田地
결,結
은자,銀子
내구마,內廐馬
필,匹
사급,賜給
약정,約定
사급노비,賜給奴婢
안동부,安東府
위무,威武
가증,加贈
치제,致祭
선고,宣誥
선조,宣祖
무공,武功
효충장의적의협력선무공신,效忠仗義迪毅協力宣武功臣
초상화,肖像畵
관작,官爵
품계,品階
자급,資級
초천,超遷
생질,甥姪
여서,女壻
적장,嫡長
세습,世襲
사유,赦宥
인,人
노비,奴婢
구,口
구사,丘史
명,名
전지,田地
결,結
은자,銀子
내구마,內廐馬
필,匹
사급,賜給
약정,約定
사급노비,賜給奴婢
안동부,安東府
위무,威武
가증,加贈
치제,致祭
선고,宣誥
현진,玄眞
인균,印均
정희대왕대비,貞熹大王大妃
인수대비,仁粹大妃
안순대비,安順大妃
견성사,見性寺
보각,補刻
검간,黔澗
조정,趙靖
인,人
문무왕,文武王
의상대사,義湘大師
보협인다라니경,寶篋印陀羅尼經
범서총지집,梵書摠持集
총지사,摠持寺
사원,思遠
석독구결,釋讀口訣
연기,年記
포,袍
상품,上品
어필각,御筆閣
편액,扁額
만세루,萬歲樓
선당,禪堂
통수,通守
의가비전,醫家秘傳
의가비전수신비용가감십삼방,醫家秘傳隨身備用加減十三方
경험급구방,經驗急救方
의서,醫書
권하,卷下
의방,醫方
약방문,藥方文
판각,板刻
지질,紙質
시호,施護
성지세다라니,聖持世陀羅尼
지세보살,持世菩薩
수지,受持
독송,讀誦
각자,刻字
초조판,初雕板
신역,新譯
증의자,證義者
철문,綴文
필수,筆授
증범문,證梵文
증범의,證梵義
윤문,潤文
역경,譯經
의경세자,懿敬世子
경릉,敬陵
원찰,願刹
정인사,正因寺
수국사,守國寺
청구,靑丘
경도,京都
함경도,咸鏡道
영조,英祖
비변사,備邊司
방안지,方眼紙
부,府
군,郡
현,縣
비변사,備邊司
산성,山城
창보,倉堡
봉수,烽燧
해로,海路
읍성,邑城
민호,民戶
군향,軍餉
성군,城軍
역참,驛站
마필,馬匹
황해도,黃海道
비변사,備邊司
수군절도사령,水軍節度使營
소강진,所江鎭
행영,行營
비변사,備邊司
방안지,方眼紙
적선,赤線
면명,面名
주기,註記
민호,民戶
전결,田結
세곡,稅穀
면리,面里
안음,安陰
산음,山陰
안의,安義
산청,山淸
무이진도형,撫夷鎭圖形
경주지도,慶州地圖
하양지도,河陽地圖
비변사,備邊司
관향,貫鄕
선화당,宣化堂
부윤,府尹
본관,本官
객사,客舍
영정,影幀
진전,眞殿
경기전,慶基殿
감사,監司
남원,南原
일신,一新
비변사,備邊司
주기,註記
민호,民戶
전결,田結
세곡,稅穀
도지도,都地圖
문의,文義
비변사,備邊司
전도,全圖
주기,註記
경도,京都
민호,民戶
전답,田畓
세곡,稅穀
군정,軍丁
역참,驛站
진도,津渡
면리,面里
수파묘,水波描
혼일강리역대국도지도,混一疆理歷代國都之圖
성,省
황하,黃河
고산자,古山子
분첩절첩식,分疊折帖式
온성,穩城
종성,鐘城
경원,慶源
영아,營衙
읍치,邑治
성지,城池
진보,鎭堡
창고,倉庫
목소,牧所
봉수,烽燧
방리,坊里
고현,古縣
고진보,古鎭堡
고산성,古山城
도로,道路
영아,營衙
김정호,金正浩
김정호,金正浩
여지도,輿地圖
김정호,金正浩
진헌마정색도,進獻馬正色圖
허목,許穆
기문,記文
목자,牧子
북벌계획,北伐計畵
군마,軍馬
폭,幅
면,面
군명,郡名
이정표,里程表
마정,馬政
마정,馬政
김광훈,金光薰
신선욱,申先郁
청아여지형정석의서,淸俄輿地形情釋義序
양지,洋紙
관방도,關防圖
고금,古今
계축맹하,癸丑孟夏
반자밀제,般刺密帝
계환,戒環
대작,大作
무염,無染
무염,無染
함양군부인,咸陽郡夫人
초생정토,超生淨土
지장보살본원경,地藏菩薩本願經
견성사,堅城寺
안순왕후,安順王后
한씨,韓氏
대방광불화엄경,大方廣佛華嚴經
대방광불화엄경,大方廣佛華嚴經
